# arcade-merge-cards reviewed pairs — generated 2026-08-19
# system	srcCollapseKey	dstCollapseKey	signals	# srcTitle => dstTitle
nds	nintendopresentsstyleboutique	stylesavvy	lb-alias	# Nintendo Presents - Style Boutique => Style Savvy
nds	nintendotouchgolfbirdiechallenge	trueswinggolf	lb-alias	# Nintendo Touch Golf - Birdie Challenge => True Swing Golf
nds	nolleooseyodongmuruisup	animalcrossingwildworld	lb-alias	# Nolleooseyo Dongmurui Sup => Animal Crossing - Wild World
nds	nostalgeonokaze	nostalgia	lb-alias	# Nostalgeo no Kaze => Nostalgia
nds	nosvoisinsleshommes	overhedge	lb-alias	# Nos Voisins, Les Hommes => Over the Hedge
nds	nounaikakuseihoneycombbeat	honeycombbeat	lb-alias	# Nounai Kakusei Honeycomb Beat => Honeycomb Beat
nds	nounenreinoustresskeiatamascan	mindquizyourbraincoach	lb-alias	# Nou Nenrei - Nou Stress Kei Atama Scan => Mind Quiz - Your Brain Coach
nds	ohimesamadebut	princessdebut	lb-alias	# Ohimesama Debut => Princess Debut
nds	oideyodoubutsunomori	animalcrossingwildworld	lb-alias	# Oide yo Doubutsu no Mori => Animal Crossing - Wild World
nds	ontamaonputouhen	ontamarama	lb-alias	# Ontama - Onpu-tou Hen => Ontamarama
nds	oshaberioumu	discoverykidsparrotpals	lb-alias	# Oshaberi Oumu => Discovery Kids - Parrot Pals
nds	otonanodsgolf	trueswinggolf	lb-alias	# Otona no DS Golf => True Swing Golf
nds	ougonnotaiyoushikkokunaruyoake	goldensundarkdawn	lb-alias	# Ougon no Taiyou - Shikkokunaru Yoake => Golden Sun - Dark Dawn
nds	overhedgebeestenbijdeburen	overhedge	lb-alias	# Over the Hedge - Beesten Bij de Buren => Over the Hedge
nds	paardandponymijnpaardenstal	horseandfoalmyridingstables	lb-alias	# Paard & Pony - Mijn Paardenstal => Horse & Foal - My Riding Stables
nds	pacnball	pacnroll	lb-alias	# Pac'n Ball => Pac'n Roll
nds	pandasannikki	nationalgeographicpanda	lb-alias	# Panda-San Nikki => National Geographic - Panda
nds	paneldeponds	planetpuzzleleague	lb-alias	# Panel de Pon DS => Planet Puzzle League
nds	panpakapanyasan	happybakery	lb-alias	# Panpaka Panya-San => Happy Bakery
nds	partouchepokertour	pokerdomepokermasternolimittexasholdempoker	lb-alias	# Partouche Poker Tour => PokerDome Poker Master - No Limit Texas Hold'em Poker
nds	percyjacksonandlightningthief	percyjacksonandolympianslightningthief	lb-alias	# Percy Jackson & the Lightning Thief => Percy Jackson and the Olympians - The Lightning Thief
nds	personaltrainerdsformen	personalfitnessformen	lb-alias	# Personal Trainer DS for Men => Personal Fitness for Men
nds	personaltrainerdsforwomen	personalfitnessforwomen	lb-alias	# Personal Trainer DS for Women => Personal Fitness for Women
nds	petalienintergalacticpuzzlepalooza	petalien	igdb	# Pet Alien - An Intergalactic Puzzlepalooza => Pet Alien
nds	petvetmarinepatrol	pawsandclawsmarinerescue	lb-alias	# Pet Vet - Marine Patrol => Paws & Claws - Marine Rescue
nds	petzdogsuperstar	petzdogztalentshow	lb-alias	# Petz - Dog Superstar => Petz - Dogz Talent Show
nds	petzfashionstars	petzfashiondogzandcatz	lb-alias	# Petz - Fashion Stars => Petz Fashion - Dogz & Catz
nds	petzmybabypanda	nationalgeographicpanda	lb-alias	# Petz - My Baby Panda => National Geographic - Panda
nds	petzmyhorsefamily	petzhorseshoeranch	lb-alias	# Petz - My Horse Family => Petz - Horseshoe Ranch
nds	petzmykittenfamily	petzcatzclan	lb-alias	# Petz - My Kitten Family => Petz - Catz Clan
nds	petzmymonkeyfamily	petzmonkeyzhouse	lb-alias	# Petz - My Monkey Family => Petz - Monkeyz House
nds	petzponyclub	petzponybeautypageant	lb-alias	# Petz - Pony Club => Petz - Pony Beauty Pageant
nds	pictoimageds	pictoimage	lb-alias	# Picto Image DS => PictoImage
nds	pinkystreetkirakiramusichour	kirakirapopprincess	lb-alias	# Pinky Street - Kira Kira Music Hour => Kira Kira - Pop Princess
nds	pinkystreetkirakiramusicnight	poptown	lb-alias	# Pinky Street - Kira Kira Music Night => Pop Town
nds	pixelinemagiipixieland	josefinemagiieventyrland	lb-alias	# Pixeline - Magi i Pixieland => Josefine - Magi i Eventyrland
nds	pixelineskolehjaelpdanskkaosikommakoebing	josefineskolehjelpnorskkaosikommaby	lb-alias	# Pixeline Skolehjaelp - Dansk Kaos i Kommakoebing => Josefine Skolehjelp - Norsk - Kaos i Kommaby
nds	pixelineskolehjaelpengelskgoestolondon	josefiinaalkupolkuenglanninkielimysteerilontoossa	lb-alias	# Pixeline Skolehjaelp - Engelsk - Goes to London => Josefiina Alkupolku Englannin Kieli - Mysteeri Lontoossa
nds	planetrescueendangeredisland	petzrescueendangeredparadise	lb-alias	# Planet Rescue - Endangered Island => Petz Rescue - Endangered Paradise
nds	planetrescueoceanpatrol	petzrescueoceanpatrol	lb-alias	# Planet Rescue - Ocean Patrol => Petz Rescue - Ocean Patrol
nds	platinumsudokukakuropuzzles	platinumsudoku	lb-alias,ra	# Platinum Sudoku + Kakuro Puzzles => Platinum Sudoku
nds	playgardens	letsplaygarden	lb-alias	# Play Gardens => Let's Play Garden
nds	pokemonblackversion2	pokemonblack2	lb-alias	# Pokemon - Black Version 2 => Pokemon - Black 2
nds	pokemonbulgasauidungeonparanggujodae	pokemonmysterydungeonbluerescueteam	lb-alias	# Pokemon Bulgasaui Dungeon Parang Gujodae => Pokemon Mystery Dungeon - Blue Rescue Team
nds	pokemonconquest	pokemonplusnobunaganoyabou	lb-alias	# Pokemon Conquest => Pokemon Plus - Nobunaga no Yabou
nds	pokemondiamantedition	pokemondiamond	lb-alias,ra	# Pokemon Diamant-Edition => Pokemon Diamond
nds	pokemondiamondversion	pokemondiamond	lb-alias	# Pokemon Diamond Version => Pokemon Diamond
nds	pokemonedicionblanca	pokemonwhiteversion	lb-alias	# Pokemon - Edicion Blanca => Pokemon - White Version
nds	pokemonedicionblanca2	pokemonwhite2	lb-alias	# Pokemon - Edicion Blanca 2 => Pokemon - White 2
nds	pokemonediciondiamante	pokemondiamond	lb-alias,ra	# Pokemon Edicion Diamante => Pokemon Diamond
nds	pokemonedicionnegra	pokemonblackversion	lb-alias	# Pokemon - Edicion Negra => Pokemon - Black Version
nds	pokemonedicionnegra2	pokemonblack2	lb-alias	# Pokemon - Edicion Negra 2 => Pokemon - Black 2
nds	pokemonedicionoroheartgold	pokemonheartgoldversion	ra	# Pokemon - Edicion Oro HeartGold => Pokemon - HeartGold Version
nds	pokemonedicionperla	pokemonpearl	ra	# Pokemon Edicion Perla => Pokemon Pearl
nds	pokemonedicionplatasoulsilver	pokemonsoulsilverversion	lb-alias	# Pokemon - Edicion Plata SoulSilver => Pokemon - SoulSilver Version
nds	pokemonedicionplatino	pokemonplatinumversion	lb-alias	# Pokemon - Edicion Platino => Pokemon Platinum Version
nds	pokemonfushiginodungeonaonokyuujotai	pokemonmysterydungeonbluerescueteam	lb-alias	# Pokemon Fushigi no Dungeon - Ao no Kyuujotai => Pokemon Mystery Dungeon - Blue Rescue Team
nds	pokemonfushiginodungeonsoranotankentai	pokemonmysterydungeonexplorersofsky	lb-alias	# Pokemon Fushigi no Dungeon - Sora no Tankentai => Pokemon Mystery Dungeon - Explorers of Sky
nds	pokemonfushiginodungeontokinotankentai	pokemonmysterydungeonexplorersoftime	lb-alias	# Pokemon Fushigi no Dungeon - Toki no Tankentai => Pokemon Mystery Dungeon - Explorers of Time
nds	pokemonfushiginodungeonyaminotankentai	pokemonmysterydungeonexplorersofdarkness	lb-alias	# Pokemon Fushigi no Dungeon - Yami no Tankentai => Pokemon Mystery Dungeon - Explorers of Darkness
nds	pokemongoldeneeditionheartgold	pokemonheartgoldversion	ra	# Pokemon - Goldene Edition HeartGold => Pokemon - HeartGold Version
nds	pokemonlink	pokemontrozei	lb-alias	# Pokemon Link! => Pokemon Trozei!
nds	pokemonpearlversion	pokemonpearl	ra	# Pokemon Pearl Version => Pokemon Pearl
nds	pokemonperledition	pokemonpearl	ra	# Pokemon Perl-Edition => Pokemon Pearl
nds	pokemonplatinedition	pokemonplatinumversion	lb-alias	# Pokemon - Platin Edition => Pokemon Platinum Version
nds	pokemonrangerbatonnage	pokemonrangershadowsofalmia	lb-alias	# Pokemon Ranger - Batonnage => Pokemon Ranger - Shadows of Almia
nds	pokemonrangerhikarinokiseki	pokemonrangerguardiansigns	lb-alias	# Pokemon Ranger - Hikari no Kiseki => Pokemon Ranger - Guardian Signs
nds	pokemonschwarzeedition	pokemonblackversion	lb-alias	# Pokemon - Schwarze Edition => Pokemon - Black Version
nds	pokemonschwarzeedition2	pokemonblack2	lb-alias	# Pokemon - Schwarze Edition 2 => Pokemon - Black 2
nds	pokemonsilberneeditionsoulsilver	pokemonsoulsilverversion	lb-alias	# Pokemon - Silberne Edition SoulSilver => Pokemon - SoulSilver Version
nds	pokemontoroje	pokemontrozei	lb-alias	# Pokemon Toroje => Pokemon Trozei!
nds	pokemontorouze	pokemontrozei	lb-alias	# Pokemon Torouze => Pokemon Trozei!
nds	pokemonversionargentsoulsilver	pokemonsoulsilverversion	lb-alias	# Pokemon Version Argent - SoulSilver => Pokemon - SoulSilver Version
nds	pokemonversionblanche	pokemonwhiteversion	lb-alias	# Pokemon - Version Blanche => Pokemon - White Version
nds	pokemonversionblanche2	pokemonwhite2	lb-alias	# Pokemon - Version Blanche 2 => Pokemon - White 2
nds	pokemonversiondiamant	pokemondiamond	lb-alias,ra	# Pokemon Version Diamant => Pokemon Diamond
nds	pokemonversioneargentosoulsilver	pokemonsoulsilverversion	lb-alias	# Pokemon - Versione Argento SoulSilver => Pokemon - SoulSilver Version
nds	pokemonversionebianca	pokemonwhiteversion	lb-alias	# Pokemon - Versione Bianca => Pokemon - White Version
nds	pokemonversionebianca2	pokemonwhite2	lb-alias	# Pokemon - Versione Bianca 2 => Pokemon - White 2
nds	pokemonversionediamante	pokemondiamond	lb-alias,ra	# Pokemon Versione Diamante => Pokemon Diamond
nds	pokemonversionenera	pokemonblackversion	lb-alias	# Pokemon - Versione Nera => Pokemon - Black Version
nds	pokemonversionenera2	pokemonblack2	lb-alias	# Pokemon - Versione Nera 2 => Pokemon - Black 2
nds	pokemonversioneoroheartgold	pokemonheartgoldversion	ra	# Pokemon - Versione Oro HeartGold => Pokemon - HeartGold Version
nds	pokemonversioneperla	pokemonpearl	ra	# Pokemon Versione Perla => Pokemon Pearl
nds	pokemonversioneplatino	pokemonplatinumversion	lb-alias	# Pokemon - Versione Platino => Pokemon Platinum Version
nds	pokemonversionnoire2	pokemonblack2	lb-alias	# Pokemon - Version Noire 2 => Pokemon - Black 2
nds	pokemonversionorheartgold	pokemonheartgoldversion	reviewed-flip	# Pokemon Version Or - HeartGold => Pokemon - HeartGold Version
nds	pokemonversionperle	pokemonpearl	ra	# Pokemon Version Perle => Pokemon Pearl
nds	pokemonversionplatine	pokemonplatinumversion	lb-alias	# Pokemon - Version Platine => Pokemon Platinum Version
nds	pokemonweisseedition	pokemonwhiteversion	lb-alias	# Pokemon - Weisse Edition => Pokemon - White Version
nds	pokemonweisseedition2	pokemonwhite2	lb-alias	# Pokemon - Weisse Edition 2 => Pokemon - White 2
nds	pokemonwhiteversion2	pokemonwhite2	lb-alias	# Pokemon - White Version 2 => Pokemon - White 2
nds	pokertraining	pokerdomepokermasternolimittexasholdempoker	lb-alias	# Poker Training => PokerDome Poker Master - No Limit Texas Hold'em Poker
nds	pororondocomodakeds	boingdocomodakeds	lb-alias	# Pororon! Docomodake DS => Boing! Docomodake DS
nds	preystarsgabugabuplanet	preystars	igdb,lb-alias	# Prey the Stars - Gabu Gabu Planet => Prey the Stars
nds	princessbakery	happymysweets	lb-alias	# Princess Bakery => Happy My Sweets
nds	princessdebutroyalball	princessdebut	lb-alias	# Princess Debut - The Royal Ball => Princess Debut
nds	princessmelody	fairylandmelodymagic	lb-alias	# Princess Melody => Fairyland - Melody Magic
nds	prinzessinlillifeefeenzauber	princesslillifeefairymagic	lb-alias	# Prinzessin Lillifee - Feenzauber => Princess Lillifee - Fairy Magic
nds	profesorlaytonyelfuturoperdidoel	professorlaytonandunwoundfuture	lb-alias	# Profesor Layton y el Futuro Perdido, El => Professor Layton and the Unwound Future
nds	profesorlaytonylacajadepandorael	professorlaytonanddiabolicalbox	lb-alias,ra	# Profesor Layton y la Caja de Pandora, El => Professor Layton and the Diabolical Box
nds	profesorlaytonylallamadadelespectroel	professorlaytonandlastspecter	lb-alias,ra	# Profesor Layton y la Llamada del Espectro, El => Professor Layton and the Last Specter
nds	professeurlaytonetlaboitedepandore	professorlaytonanddiabolicalbox	lb-alias,ra	# Professeur Layton et la Boite de Pandore => Professor Layton and the Diabolical Box
nds	professeurlaytonetlappelduspectre	professorlaytonandlastspecter	lb-alias,ra	# Professeur Layton et l'Appel du Spectre => Professor Layton and the Last Specter
nds	professeurlaytonetledestinperdu	professorlaytonandunwoundfuture	lb-alias	# Professeur Layton et le Destin Perdu => Professor Layton and the Unwound Future
nds	professorbrainmaniac	professorbrainiumsgames	lb-alias	# Professor Brainmaniac => Professor Brainium's Games
nds	professorlaytonandlostfuture	professorlaytonandunwoundfuture	lb-alias,ra	# Professor Layton and the Lost Future => Professor Layton and the Unwound Future
nds	professorlaytonandpandorasbox	professorlaytonanddiabolicalbox	lb-alias,ra	# Professor Layton and Pandora's Box => Professor Layton and the Diabolical Box
nds	professorlaytonandspectrescall	professorlaytonandlastspecter	lb-alias,ra	# Professor Layton and the Spectre's Call => Professor Layton and the Last Specter
nds	professorlaytoneilfuturoperdutoil	professorlaytonandunwoundfuture	lb-alias,ra	# Professor Layton e il Futuro Perduto, Il => Professor Layton and the Unwound Future
nds	professorlaytoneilrichiamodellospettroil	professorlaytonandlastspecter	lb-alias,ra	# Professor Layton e il Richiamo dello Spettro, Il => Professor Layton and the Last Specter
nds	professorlaytoneloscrignodipandorail	professorlaytonanddiabolicalbox	lb-alias	# Professor Layton e lo Scrigno di Pandora, Il => Professor Layton and the Diabolical Box
nds	professorlaytonendedoosvanpandora	professorlaytonanddiabolicalbox	lb-alias,ra	# Professor Layton en de Doos van Pandora => Professor Layton and the Diabolical Box
nds	professorlaytonendemelodievanhetspook	professorlaytonandlastspecter	lb-alias,ra	# Professor Layton en de Melodie van het Spook => Professor Layton and the Last Specter
nds	professorlaytonendeverlorentoekomst	professorlaytonandunwoundfuture	lb-alias,ra	# Professor Layton en de Verloren Toekomst => Professor Layton and the Unwound Future
nds	professorlaytonundderrufdesphantoms	professorlaytonandlastspecter	lb-alias,ra	# Professor Layton und der Ruf des Phantoms => Professor Layton and the Last Specter
nds	professorlaytonunddieschatullederpandora	professorlaytonanddiabolicalbox	lb-alias,ra	# Professor Layton und die Schatulle der Pandora => Professor Layton and the Diabolical Box
nds	professorlaytonunddieverlorenezukunft	professorlaytonandunwoundfuture	lb-alias,ra	# Professor Layton und die Verlorene Zukunft => Professor Layton and the Unwound Future
nds	professorsbraintrainermemory	brainboostgammawave	lb-alias	# The Professor's Brain Trainer - Memory => Brain Boost - Gamma Wave
nds	projectrub	feelmagicxyxx	lb-alias	# Project Rub => Feel the Magic - XY XX
nds	puppyluvanimaltycoon	puppyluvspaandresort	lb-alias	# Puppy Luv - Animal Tycoon => Puppy Luv - Spa and Resort
nds	puzzleleagueds	planetpuzzleleague	lb-alias,ra	# Puzzle League DS => Planet Puzzle League
nds	rabbidsgohomecomedyadventure	rabbidsgohome	lb-alias	# Rabbids Go Home - A Comedy Adventure => Rabbids Go Home
nds	ragnarokonlineds	ragnarokds	lb-alias	# Ragnarok Online DS => Ragnarok DS
nds	realfootball2008	realsoccer2008	lb-alias	# Real Football 2008 => Real Soccer 2008
nds	realfootball2009	realsoccer2009	lb-alias	# Real Football 2009 => Real Soccer 2009
nds	realstoriesbabies	nurserymania	lb-alias	# Real Stories - Babies => Nursery Mania
nds	realstoriesbestfriendsmyhorse	letsridefriendsforever	lb-alias	# Real Stories - Best Friends - My Horse => Let's Ride - Friends Forever
nds	realstoriesmissionequitation	myhorseclub	lb-alias	# Real Stories - Mission Equitation => My Horse Club
nds	realstoriesmonhoteldereve	hoteldeluxe	lb-alias	# Real Stories - Mon Hotel de Reve => Hotel Deluxe
nds	realstoriesmybabyworld	nurserymania	lb-alias	# Real Stories - My Baby World => Nursery Mania
nds	realstoriesveterinairemissionaustralie	pawsandclawspetvetaustralianadventures	lb-alias	# Real Stories - Veterinaire - Mission Australie => Paws & Claws - Pet Vet - Australian Adventures
nds	remynooishiirestaurant	ratatouille	lb-alias	# Remy no Oishii Restaurant => Ratatouille
nds	rhythmnnotes	tenohiragakushuuzettaionkantrainingds	lb-alias	# Rhythm 'n Notes => Tenohira Gakushuu - Zettai Onkan Training DS
nds	rhythmparadise	rhythmheaven	lb-alias,ra	# Rhythm Paradise => Rhythm Heaven
nds	rhythmtengokugold	rhythmheaven	lb-alias	# Rhythm Tengoku Gold => Rhythm Heaven
nds	ringlingbrosandbarnumandbaileyitsmycircuselephantfriend	ringlingbrosandbarnumandbaileycircusfriendsasianelephants	lb-alias	# Ringling Bros. and Barnum & Bailey - It's My Circus - Elephant Friend => Ringling Bros. and Barnum & Bailey - Circus Friends - Asian Elephants
nds	rittaipicross	picross3d	lb-alias	# Rittai Picross => Picross 3D
nds	rizzoawd	wizardofozbeyondyellowbrickroad	lb-alias	# Riz-Zoawd => The Wizard of Oz - Beyond the Yellow Brick Road
nds	rockmanexe5dstwinleaders	megamanbattlenetwork5doubleteamds	lb-alias	# RockMan EXE 5 DS - Twin Leaders => MegaMan Battle Network 5 - Double Team DS
nds	rockmanzerocollection	megamanzerocollection	lb-alias	# RockMan Zero Collection => MegaMan Zero Collection
nds	rockmanzxadvent	megamanzxadvent	lb-alias	# RockMan ZX Advent => MegaMan ZX - Advent
nds	roomsfushiginaugokuheya	roomsmainbuilding	lb-alias	# Rooms - Fushigi na Ugoku Heya => Rooms - The Main Building
nds	runefactory2	runefactory2fantasyharvestmoon	igdb,lb-alias	# Rune Factory 2 => Rune Factory 2 - A Fantasy Harvest Moon
nds	runefactory3	runefactory3fantasyharvestmoon	igdb,lb-alias	# Rune Factory 3 => Rune Factory 3 - A Fantasy Harvest Moon
nds	runefactoryshinbokujoumonogatari	runefactoryfantasyharvestmoon	lb-alias	# Rune Factory - Shin Bokujou Monogatari => Rune Factory - A Fantasy Harvest Moon
nds	russellgrantsastrology	astrologydsstarsinyourhands	lb-alias	# Russell Grant's Astrology => Astrology DS - The Stars in Your Hands
nds	ryuuseinorockman2berserkxdinosaur	megamanstarforce2zerkerxsaurian	lb-alias	# Ryuusei no RockMan 2 - Berserk x Dinosaur => MegaMan Star Force 2 - Zerker x Saurian
nds	ryuuseinorockman2berserkxshinobi	megamanstarforce2zerkerxninja	lb-alias	# Ryuusei no RockMan 2 - Berserk x Shinobi => MegaMan Star Force 2 - Zerker x Ninja
nds	ryuuseinorockman3blackace	megamanstarforce3blackace	lb-alias	# Ryuusei no Rockman 3 - Black Ace => Megaman Star Force 3 - Black Ace
nds	ryuuseinorockman3redjoker	megamanstarforce3redjoker	lb-alias	# Ryuusei no Rockman 3 - Red Joker => Megaman Star Force 3 - Red Joker
nds	sakasetechibirobo	chibiroboparkpatrol	lb-alias	# Sakasete! Chibi-Robo! => Chibi-Robo! - Park Patrol
nds	samgukjids2	sangokushids2	lb-alias	# Samgukji DS 2 => San Goku Shi DS 2
nds	sampowerfirefighter	jakepowerfireman	lb-alias	# Sam Power - Firefighter => Jake Power - Fireman
nds	sampowerpoliceman	jakepowerpoliceman	lb-alias	# Sam Power - Policeman => Jake Power - Policeman
nds	sansuupuzzlegameequalcardds	mathplay	lb-alias	# Sansuu Puzzle Game - Equal Card DS => Math Play
nds	sawarumadeinwario	wariowaretouched	lb-alias	# Sawaru - Made in Wario => WarioWare Touched!
nds	schach	schaakmat	lb-alias	# Schach => Schaakmat!
nds	scoobydoowerschautwemzu	scoobydoowhoswatchingwho	lb-alias	# Scooby-Doo! Wer Schaut Wem Zu => Scooby-Doo! Who's Watching Who
nds	seikendensetsudschildrenofmana	childrenofmana	lb-alias	# Seiken Densetsu DS - Children of Mana => Children Of Mana
nds	seikendensetsuheroesofmana	heroesofmana	lb-alias	# Seiken Densetsu - Heroes of Mana => Heroes Of Mana
nds	sekaijunomeikyuu	etrianodyssey	lb-alias,ra	# Sekaiju no Meikyuu => Etrian Odyssey
nds	sekaijunomeikyuuiiiseikainoraihousha	etrianodysseyiiidrownedcity	lb-alias	# Sekaiju no Meikyuu III - Seikai no Raihousha => Etrian Odyssey III - The Drowned City
nds	sekaijunomeikyuuiishoounoseihai	etrianodysseyiiheroesoflagaard	lb-alias	# Sekaiju no Meikyuu II - Shoou no Seihai => Etrian Odyssey II - Heroes of Lagaard
nds	sekaiwaatashidemawatteru	myworldmyway	lb-alias	# Sekai wa Atashi de Mawatteru => My World My Way
nds	sesamestreetcookiescountingcarnival	sesamestreetcookiescountingcarnivalvideogame	lb-alias	# Sesame Street - Cookie's Counting Carnival => Sesame Street - Cookie's Counting Carnival - The Videogame
nds	sesamestreetelmostozooadventure	sesamestreetelmostozooadventurevideogame	igdb	# Sesame Street - Elmo's A-to-Zoo Adventure => Sesame Street - Elmo's A-to-Zoo Adventure - The Videogame
nds	sherlockholmesdsandmysteryofosbornehouse	sherlockholmesandmysteryofosbornehouse	lb-alias	# Sherlock Holmes DS and the Mystery of Osborne House => Sherlock Holmes and the Mystery of Osborne House
nds	sherlockholmesdsmysteryofmummy	sherlockholmesmysteryofmummy	lb-alias	# Sherlock Holmes DS - The Mystery of the Mummy => Sherlock Holmes - The Mystery of the Mummy
nds	shichidashikitrainingunoutanrenunotandsshunkanshoubushuuchuuryoku	brainboostgammawave	lb-alias	# Shichida Shiki Training Unou Tanren Unotan DS - Shun Kan Shoubu! Shuuchuuryoku => Brain Boost - Gamma Wave
nds	shinchancontralosplastas	crayonshinchanarashioyobunendororoondaihenshin	lb-alias	# Shin Chan - Contra los Plastas => Crayon Shin-Chan - Arashi o Yobu Nendororoon Daihenshin!
nds	shinchaneicolorimagici	shinchanflipaencolores	lb-alias	# Shin chan e i Colori Magici! => Shin Chan Flipa en Colores
nds	shinsangokumusoudsfightersbattle	dynastywarriorsdsfightersbattle	lb-alias	# Shin Sangoku Musou DS - Fighter's Battle => Dynasty Warriors DS - Fighter's Battle
nds	shrekdederde	shrekthird	lb-alias	# Shrek de Derde => Shrek the Third
nds	shrekderdritte	shrekthird	lb-alias	# Shrek der Dritte => Shrek the Third
nds	shrekletroisieme	shrekthird	lb-alias	# Shrek le Troisieme => Shrek the Third
nds	shrekogerunddresel	shrekogresanddronkeys	lb-alias,ra	# Shrek - Oger und Dresel => Shrek - Ogres & Dronkeys
nds	shrekogresetdranons	shrekogresanddronkeys	lb-alias,ra	# Shrek - Ogres et Dranons => Shrek - Ogres & Dronkeys
nds	shrekogritosydrasnos	shrekogresanddronkeys	lb-alias,ra	# Shrek - Ogritos y Drasnos => Shrek - Ogres & Dronkeys
nds	shrekorchettieciuchini	shrekogresanddronkeys	lb-alias,ra	# Shrek - Orchetti e Ciuchini => Shrek - Ogres & Dronkeys
nds	shrektercero	shrekthird	lb-alias	# Shrek Tercero => Shrek the Third
nds	shrekterzo	shrekthird	lb-alias	# Shrek Terzo => Shrek the Third
nds	shunkanpuzzloop	magnetica	lb-alias	# Shunkan Puzz Loop => Magnetica
nds	silkepixelineslillesoesterhoensefoedderogguleroedder	sofiejosefineslillesoesterhoensefoetterogguleroetter	lb-alias	# Silke - Pixelines Lillesoester - Hoensefoedder og Guleroedder => Sofie - Josefines Lillesoester - Hoensefoetter og Guleroetter
nds	sims2petwannyanlife	sims2pets	lb-alias	# The Sims 2 - Pet Wan Nyan Life => The Sims 2 - Pets
nds	sims2survival	sims2castaway	lb-alias	# The Sims 2 - Survival => The Sims 2 - Castaway
nds	solatorobosorekaracodae	solatoroboredhunter	lb-alias	# Solatorobo - Sore kara CODA e => Solatorobo - Red the Hunter
nds	solitaireds	solitaireoverload	lb-alias	# Solitaire DS => Solitaire Overload
nds	sonicchroniclesyamijigenkaranoshinryakusha	sonicchroniclesdarkbrotherhood	lb-alias	# Sonic Chronicles - Yami Jigen Kara no Shinryakusha => Sonic Chronicles - The Dark Brotherhood
nds	soniccolours	soniccolors	lb-alias	# Sonic Colours => Sonic Colors
nds	sonicrushadventures	sonicrushadventure	igdb	# Sonic Rush Adventures => Sonic Rush Adventure
nds	soroerupuzzledouwaoukoku	monsterpuzzle	lb-alias	# Soroeru Puzzle Douwa Oukoku => Monster Puzzle
nds	spaceinvadersds	spaceinvadersrevolution	lb-alias	# Space Invaders DS => Space Invaders Revolution
nds	spacepuzzlebobble	spacebustmove	lb-alias	# Space Puzzle Bobble => Space Bust-A-Move
nds	spidermanallieouennemi	spidermanfriendorfoe	lb-alias	# Spider-Man - Allie ou Ennemi => Spider-Man - Friend or Foe
nds	spidermanamicionemici	spidermanfriendorfoe	lb-alias	# Spider-Man - Amici o Nemici => Spider-Man - Friend or Foe
nds	spidermanamigooenemigo	spidermanfriendorfoe	lb-alias	# Spider-Man - Amigo o Enemigo => Spider-Man - Friend or Foe
nds	spidermanbataillepournewyork	spidermanbattlefornewyork	lb-alias	# Spider-Man - Bataille pour New York => Spider-Man - Battle for New York
nds	spidermanfreundoderfeind	spidermanfriendorfoe	lb-alias	# Spider-Man - Freund oder Feind => Spider-Man - Friend or Foe
nds	spongebobandfriendsbattleforvolcanoisland	nicktoonsbattleforvolcanoisland	lb-alias,ra	# SpongeBob & Friends - Battle for Volcano Island => Nicktoons - Battle for Volcano Island
nds	spongebobsquarepantsandfriendsunite	nicktoonsunite	lb-alias	# SpongeBob SquarePants and Friends Unite! => Nicktoons Unite!
nds	spongebobsquarepantsfranticfrycook	spongebobvsbigonebeachpartycookoff	lb-alias	# SpongeBob SquarePants - Frantic Fry Cook => SpongeBob vs The Big One - Beach Party Cook-Off
nds	spongebobtoatlantisikitaindesu	spongebobsatlantissquarepantis	lb-alias	# Spongebob to Atlantis, Ikitain Desu => SpongeBob's Atlantis SquarePantis
nds	sportsislandds	decasportsds	lb-alias	# Sports Island DS => Deca Sports DS
nds	starwarsepisodeiiisithnofukushuu	starwarsepisodeiiirevengeofsith	lb-alias	# Star Wars Episode III - Sith no Fukushuu => Star Wars Episode III - Revenge of the Sith
nds	starz	kurupotocoolcoolstars	lb-alias	# Starz => Kurupoto Cool Cool Stars
nds	stealprincesstouzokukoujo	stealprincess	lb-alias	# Steal Princess - Touzoku Koujo => Steal Princess
nds	stitchdsohanatorhythmdedaibouken	disneystitchjam	lb-alias	# Stitch! DS - Ohana to Rhythm de Daibouken => Disney Stitch Jam
nds	subarashikikonosekaiitswonderfulworld	worldendswithyou	lb-alias	# Subarashiki Kono Sekai - It's a Wonderful World => The World Ends With You
nds	sumeoinneunnunuihimdsallyeoktraining	flashfocusvisiontraininginminutesday	lb-alias	# Sumeoinneun Nunui Him - DS Allyeok Training => Flash Focus - Vision Training in Minutes a Day
nds	summonnighttwinageseireitachinokyoumei	summonnighttwinage	lb-alias	# Summon Night Twin Age - Seireitachi no Kyoumei => Summon Night - Twin Age
nds	superblackbasskitahankyuuotsuru	professionalfishermanstournorthernhemisphere	lb-alias	# Super Black Bass - Kitahankyuu o Tsuru => Professional Fisherman's Tour - Northern Hemisphere
nds	superfunsudoku	ultimatepuzzlegamessudokuedition	lb-alias	# Super Fun Sudoku => Ultimate Puzzle Games - Sudoku Edition
nds	superkasekihorider	fossilfighterschampions	lb-alias	# Super Kaseki Horider => Fossil Fighters - Champions
nds	supermonkeyballds	supermonkeyballtouchandroll	lb-alias	# Super Monkey Ball DS => Super Monkey Ball - Touch & Roll
